
---------- Begin Simulation Statistics ----------
simSeconds                                   0.231161                       # Number of seconds simulated (Second)
simTicks                                 231161106000                       # Number of ticks simulated (Tick)
finalTick                                231161106000                       # Number of ticks from beginning of simulation (restored from checkpoints and never reset) (Tick)
simFreq                                  1000000000000                       # The number of ticks per simulated second ((Tick/Second))
hostSeconds                                   7191.94                       # Real time elapsed on the host (Second)
hostTickRate                                 32141703                       # The number of ticks simulated per host second (ticks/s) ((Tick/Second))
hostMemory                                    2265084                       # Number of bytes of host memory used (Byte)
simInsts                                   1000000001                       # Number of instructions simulated (Count)
simOps                                     1132163591                       # Number of ops (including micro ops) simulated (Count)
hostInstRate                                   139045                       # Simulator instruction rate (inst/s) ((Count/Second))
hostOpRate                                     157421                       # Simulator op (including micro ops) rate (op/s) ((Count/Second))
system.clk_domain.clock                           500                       # Clock period in ticks (Tick)
system.clk_domain.voltage_domain.voltage            1                       # Voltage in Volts (Volt)
system.cpu.numCycles                        462322213                       # Number of cpu cycles simulated (Cycle)
system.cpu.cpi                               0.462322                       # CPI: cycles per instruction (core level) ((Cycle/Count))
system.cpu.ipc                               2.162994                       # IPC: instructions per cycle (core level) ((Count/Cycle))
system.cpu.numWorkItemsStarted                      0                       # Number of work items this cpu started (Count)
system.cpu.numWorkItemsCompleted                    0                       # Number of work items this cpu completed (Count)
system.cpu.instsAdded                      1235236015                       # Number of instructions added to the IQ (excludes non-spec) (Count)
system.cpu.nonSpecInstsAdded                     1946                       # Number of non-speculative instructions added to the IQ (Count)
system.cpu.instsIssued                     1195351651                       # Number of instructions issued (Count)
system.cpu.squashedInstsIssued                   5242                       # Number of squashed instructions issued (Count)
system.cpu.squashedInstsExamined            103074323                       # Number of squashed instructions iterated over during squash; mainly for profiling (Count)
system.cpu.squashedOperandsExamined         281305778                       # Number of squashed operands that are examined and possibly removed from graph (Count)
system.cpu.squashedNonSpecRemoved                  94                       # Number of squashed non-spec instructions that were removed (Count)
system.cpu.numIssuedDist::samples           462221698                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::mean               2.586100                       # Number of insts issued each cycle (Count)
system.cpu.numIssuedDist::stdev              1.930498                       # Number of insts issued each cycle (Count)
system.cpu.icache.overallMshrMissLatency::cpu.inst    195553498                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.overallMshrMissLatency::total    195553498                       # number of overall MSHR miss ticks (Tick)
system.cpu.icache.demandMshrMissRate::cpu.inst     0.000053                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.demandMshrMissRate::total     0.000053                       # mshr miss ratio for demand accesses (Ratio)
system.cpu.icache.overallMshrMissRate::cpu.inst     0.000053                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.overallMshrMissRate::total     0.000053                       # mshr miss ratio for overall accesses (Ratio)
system.cpu.icache.demandAvgMshrMissLatency::cpu.inst 20665.063722                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.demandAvgMshrMissLatency::total 20665.063722                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::cpu.inst 20665.063722                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.overallAvgMshrMissLatency::total 20665.063722                       # average overall mshr miss latency ((Tick/Count))
system.cpu.icache.replacements                   8952                       # number of replacements (Count)
system.cpu.icache.ReadReq.hits::cpu.inst    177167162                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.hits::total       177167162                       # number of ReadReq hits (Count)
system.cpu.icache.ReadReq.misses::cpu.inst        11009                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.misses::total         11009                       # number of ReadReq misses (Count)
system.cpu.icache.ReadReq.missLatency::cpu.inst    240903998                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.missLatency::total    240903998                       # number of ReadReq miss ticks (Tick)
system.cpu.icache.ReadReq.accesses::cpu.inst    177178171                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.accesses::total    177178171                       # number of ReadReq accesses(hits+misses) (Count)
system.cpu.icache.ReadReq.missRate::cpu.inst     0.000062                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.missRate::total     0.000062                       # miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMissLatency::cpu.inst 21882.459624                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMissLatency::total 21882.459624                       # average ReadReq miss latency ((Tick/Count))
system.cpu.icache.ReadReq.mshrHits::cpu.inst         1546                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrHits::total         1546                       # number of ReadReq MSHR hits (Count)
system.cpu.icache.ReadReq.mshrMisses::cpu.inst         9463                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMisses::total         9463                       # number of ReadReq MSHR misses (Count)
system.cpu.icache.ReadReq.mshrMissLatency::cpu.inst    195553498                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissLatency::total    195553498                       # number of ReadReq MSHR miss ticks (Tick)
system.cpu.icache.ReadReq.mshrMissRate::cpu.inst     0.000053                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.mshrMissRate::total     0.000053                       # mshr miss rate for ReadReq accesses (Ratio)
system.cpu.icache.ReadReq.avgMshrMissLatency::cpu.inst 20665.063722                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.ReadReq.avgMshrMissLatency::total 20665.063722                       # average ReadReq mshr miss latency ((Tick/Count))
system.cpu.icache.power_state.pwrStateResidencyTicks::UNDEFINED 231161106000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.icache.tags.tagsInUse           508.755759                       # Average ticks per tags in use ((Tick/Count))
system.cpu.icache.tags.totalRefs            177176625                       # Total number of references to valid blocks. (Count)
system.cpu.icache.tags.sampledRefs               9463                       # Sample count of references to valid blocks. (Count)
system.cpu.icache.tags.avgRefs           18723.092571                       # Average number of references to valid blocks. ((Count/Count))
system.cpu.icache.tags.warmupTick               81500                       # The tick when the warmup percentage was hit. (Tick)
system.cpu.icache.tags.occupancies::cpu.inst   508.755759                       # Average occupied blocks per tick, per requestor ((Count/Tick))
system.cpu.icache.tags.avgOccs::cpu.inst     0.993664                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.avgOccs::total        0.993664                       # Average percentage of cache occupancy ((Ratio/Tick))
system.cpu.icache.tags.occupanciesTaskId::1024          509                       # Occupied blocks per task id (Count)
system.cpu.icache.tags.ageTaskId_1024::2            6                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::3            2                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ageTaskId_1024::4          501                       # Occupied blocks per task id, per block age (Count)
system.cpu.icache.tags.ratioOccsTaskId::1024     0.994141                       # Ratio of occupied blocks and all blocks, per task id (Ratio)
system.cpu.icache.tags.tagAccesses          354365805                       # Number of tag accesses (Count)
system.cpu.icache.tags.dataAccesses         354365805                       # Number of data accesses (Count)
system.cpu.icache.tags.power_state.pwrStateResidencyTicks::UNDEFINED 231161106000                       # Cumulative time (in ticks) in various power states (Tick)
system.cpu.iew.idleCycles                           0                       # Number of cycles IEW is idle (Cycle)
system.cpu.iew.squashCycles                   2941171                       # Number of cycles IEW is squashing (Cycle)
system.cpu.iew.blockCycles                   11801899                       # Number of cycles IEW is blocking (Cycle)
system.cpu.iew.unblockCycles                   117872                       # Number of cycles IEW is unblocking (Cycle)
system.cpu.iew.dispatchedInsts             1235237961                       # Number of instructions dispatched to IQ (Count)
system.cpu.iew.dispSquashedInsts                 5333                       # Number of squashed instructions skipped by dispatch (Count)
system.cpu.iew.dispLoadInsts                268227213                       # Number of dispatched load instructions (Count)
system.cpu.iew.dispStoreInsts               154925785                       # Number of dispatched store instructions (Count)
system.cpu.iew.dispNonSpecInsts                  1515                       # Number of dispatched non-speculative instructions (Count)
system.cpu.iew.iqFullEvents                     10858                       # Number of times the IQ has become full, causing a stall (Count)
system.cpu.iew.lsqFullEvents                   106759                       # Number of times the LSQ has become full, causing a stall (Count)
system.cpu.iew.memOrderViolationEvents          19774                       # Number of memory order violations (Count)
system.cpu.iew.predictedTakenIncorrect          10927                       # Number of branches that were predicted taken incorrectly (Count)
system.cpu.iew.predictedNotTakenIncorrect      4165454                       # Number of branches that were predicted not taken incorrectly (Count)
system.cpu.iew.branchMispredicts              4176381                       # Number of branch mispredicts detected at execute (Count)
system.cpu.iew.instsToCommit               1168381854                       # Cumulative count of insts sent to commit (Count)
system.cpu.iew.writebackCount              1168358593                       # Cumulative count of insts written-back (Count)
system.cpu.iew.producerInst                 708900575                       # Number of instructions producing a value (Count)
system.cpu.iew.consumerInst                1238034967                       # Number of instructions consuming a value (Count)
system.cpu.iew.wbRate                        2.527152                       # Insts written-back per cycle ((Count/Cycle))
system.cpu.iew.wbFanout                      0.572601                       # Average fanout of values written-back ((Count/Count))
system.cpu.lsq0.forwLoads                    34059812                       # Number of loads that had data forwarded from stores (Count)
system.cpu.lsq0.squashedLoads                19244096                       # Number of loads squashed (Count)
system.cpu.lsq0.ignoredResponses              1247907                       # Number of memory responses ignored because the instruction is squashed (Count)
system.cpu.lsq0.memOrderViolation               19774                       # Number of memory ordering violations (Count)
system.cpu.lsq0.squashedStores                6379867                       # Number of stores squashed (Count)
system.cpu.lsq0.rescheduledLoads             20290489                       # Number of loads that were rescheduled (Count)
system.cpu.lsq0.blockedByCache                     88                       # Number of times an access to memory failed due to the cache being blocked (Count)
system.cpu.lsq0.loadToUse::samples          248983107                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::mean              3.884395                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::stdev             6.570834                       # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
system.cpu.lsq0.loadToUse::0-9              240305196     96.51%     96.51% # Distribution of cycle latency between the first time a load is issued and its completion (Unspecified)
